#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
248.0,12,717.578114
244.0,12,717.58402
234.0,11,717.589512
232.0,11,717.594866
268.0,12,717.600755
230.0,11,717.606247
262.0,12,717.61209
238.0,11,717.617495
232.0,11,717.622848
252.0,12,717.628573
244.0,12,717.634149
234.0,11,717.639176
238.0,11,717.64428
234.0,11,717.649272
234.0,11,717.656095
244.0,11,717.661042
240.0,11,717.665835
224.0,11,717.670547
228.0,11,717.67528
228.0,11,717.679873
236.0,11,717.684675
236.0,12,717.689702
266.0,12,717.694572
250.0,12,717.699399
230.0,11,717.703739
236.0,11,717.708131
232.0,11,717.712591
232.0,11,717.716868
254.0,12,717.721488
246.0,12,717.726055
268.0,12,717.730618
252.0,12,717.735253
248.0,11,717.739372
226.0,11,717.743505
234.0,11,717.747547
230.0,11,717.751551
250.0,12,717.757496
242.0,11,717.761765
252.0,11,717.76595
238.0,11,717.769977
230.0,11,717.773938
238.0,11,717.777884
256.0,12,717.782217
228.0,11,717.786246
230.0,11,717.790219
240.0,12,717.79445
234.0,11,717.798353
234.0,11,717.80221
238.0,11,717.805999
236.0,11,717.80973
230.0,11,717.8136
226.0,11,717.817408
246.0,11,719.228841
246.0,11,719.238158
272.0,13,719.248886
224.0,11,719.258023
238.0,11,719.26698
234.0,11,719.275852
234.0,11,719.284399
226.0,11,719.292778
252.0,12,719.305123
232.0,11,719.313756
234.0,11,719.322602
250.0,11,719.330848
236.0,11,719.33909
242.0,11,719.347044
256.0,12,719.355859
228.0,11,719.363955
240.0,11,719.372229
232.0,11,719.380264
226.0,11,719.388425
238.0,11,719.396463
248.0,12,719.408032
238.0,11,719.416321
238.0,12,719.425148
240.0,12,719.43364
256.0,12,719.441143
256.0,12,719.448658
234.0,11,719.45507
240.0,12,719.461717
244.0,11,719.467723
238.0,11,719.473547
238.0,11,719.479059
228.0,11,719.484606
238.0,12,719.490584
236.0,11,719.495595
234.0,11,719.500629
238.0,12,719.508487
252.0,11,719.513667
266.0,12,719.51939
236.0,11,719.524253
236.0,11,719.528991
234.0,11,719.533659
228.0,11,719.538386
252.0,11,719.543068
246.0,11,719.547741
234.0,11,719.552296
244.0,12,719.557174
234.0,11,719.561704
236.0,11,719.566462
234.0,11,719.571113
248.0,12,719.575972
236.0,11,719.5803
248.0,11,719.584571
228.0,11,719.588761
226.0,11,719.593018
234.0,11,719.597204
246.0,12,719.601873
236.0,11,719.608065
240.0,11,719.612223
266.0,12,719.616674
256.0,12,719.621184
258.0,12,719.625655
224.0,11,719.629642
238.0,12,719.634036
230.0,11,719.638045
276.0,12,719.642387
226.0,11,719.646454
250.0,12,719.65077
238.0,12,719.655143
236.0,11,719.659531
240.0,11,719.663594
256.0,12,719.667972
254.0,12,719.672206
252.0,12,719.676462
240.0,12,719.680598
236.0,11,719.684436
252.0,12,719.688543
232.0,11,719.692288
232.0,11,719.696038
236.0,11,719.699908
230.0,11,719.703809
258.0,12,719.709808
250.0,12,719.713868
248.0,12,719.718055
236.0,11,719.721924
230.0,11,719.725787
268.0,13,719.730117
252.0,12,719.734235
228.0,11,719.737904
234.0,11,719.741546
234.0,11,719.745158
228.0,11,721.160247
240.0,11,721.169816
242.0,12,721.180063
234.0,11,721.189347
232.0,11,721.198682
244.0,11,721.207535
236.0,11,721.216521
226.0,11,721.225182
224.0,11,721.234047
234.0,11,721.242414
252.0,12,721.254573
226.0,11,721.263135
228.0,11,721.271584
258.0,12,721.280563
238.0,12,721.289792
252.0,12,721.29865
232.0,11,721.306698
254.0,12,721.315504
248.0,12,721.324313
236.0,11,721.332087
230.0,11,721.340071
240.0,11,721.348128
224.0,11,721.358971
234.0,12,721.367909
238.0,11,721.375121
242.0,12,721.382525
244.0,12,721.389972
234.0,11,721.396089
254.0,12,721.40248
236.0,11,721.408435
232.0,11,721.414117
250.0,12,721.420209
228.0,11,721.425611
224.0,11,721.430794
242.0,11,721.435788
228.0,11,721.440807
238.0,11,721.445878
240.0,11,721.450773
236.0,11,721.457684
242.0,11,721.462532
238.0,11,721.467434
236.0,12,721.472727
238.0,11,721.477586
248.0,12,721.482764
244.0,11,721.487618
236.0,11,721.492114
236.0,11,721.496611
238.0,11,721.500988
240.0,11,721.505497
236.0,11,721.509946
242.0,12,721.514822
238.0,11,721.51911
242.0,11,721.52345
234.0,11,721.527758
226.0,11,721.531963
250.0,12,721.536721
246.0,12,721.541275
234.0,11,721.545512
252.0,12,721.549885
240.0,11,721.555705
232.0,11,721.559883
238.0,11,721.56392
284.0,13,721.568693
242.0,11,721.572768
244.0,12,721.57733
250.0,12,721.581709
236.0,11,721.58575
240.0,11,721.589799
224.0,11,721.593777
238.0,11,721.597812
262.0,12,721.602153
226.0,11,721.606112
230.0,11,721.609971
244.0,11,721.613755
234.0,11,721.6176
232.0,11,721.621418
236.0,11,721.625201
278.0,13,721.62969
230.0,11,721.633457
234.0,12,721.637564
228.0,11,721.641265
240.0,11,721.645009
230.0,11,721.648818
250.0,11,721.652475
238.0,11,721.657989
274.0,12,721.662147
226.0,11,721.665956
252.0,12,721.670095
234.0,11,721.673844
226.0,11,721.67765
234.0,11,723.488332
256.0,12,723.49788
242.0,12,723.510606
234.0,11,723.520483
258.0,12,723.529955
224.0,11,723.538099
232.0,11,723.546168
246.0,12,723.555335
234.0,12,723.564065
242.0,12,723.572912
234.0,11,723.581303
244.0,12,723.589992
232.0,11,723.598028
242.0,12,723.606656
242.0,12,723.618783
236.0,11,723.626662
230.0,11,723.634411
243.0,13,723.643624
238.0,11,723.651428
232.0,11,723.65927
228.0,11,723.666753
264.0,12,723.67503
254.0,12,723.6834
246.0,12,723.691248
234.0,11,723.698286
246.0,12,723.705333
230.0,11,723.71376
244.0,11,723.720664
236.0,12,723.726921
252.0,12,723.733471
226.0,11,723.739358
248.0,11,723.744945
230.0,11,723.750133
226.0,11,723.755386
228.0,11,723.787717
226.0,11,723.793355
234.0,12,723.798644
254.0,11,723.803452
248.0,12,723.808543
224.0,11,723.813084
248.0,12,723.82011
252.0,12,723.825044
236.0,11,723.829528
250.0,12,723.834576
238.0,11,723.839162
232.0,11,723.843472
224.0,11,723.847696
244.0,11,723.852073
240.0,11,723.856369
252.0,12,723.86101
234.0,11,723.865263
236.0,11,723.869547
240.0,12,723.87402
234.0,11,723.878099
252.0,12,723.882781
232.0,11,723.886914
234.0,11,723.890943
234.0,11,723.895091
252.0,11,723.899291
248.0,12,723.903618
240.0,11,723.907491
246.0,11,723.911494
230.0,11,723.917078
228.0,11,723.921084
224.0,11,723.925009
232.0,12,723.929276
236.0,11,723.933212
244.0,12,723.937569
238.0,11,723.94153
266.0,12,723.945825
228.0,11,723.949774
230.0,11,723.95364
272.0,12,723.95783
242.0,12,723.962171
242.0,11,723.966009
246.0,11,723.969775
250.0,12,723.973947
230.0,11,723.977781
244.0,11,723.981475
230.0,11,723.985255
242.0,12,723.989325
228.0,11,723.993052
250.0,12,723.997136
230.0,11,724.001014
226.0,11,724.004689
234.0,11,724.008528
224.0,11,724.012182
232.0,11,724.015843
224.0,11,724.021431
268.0,12,724.025751
246.0,12,725.329589
252.0,11,725.337656
242.0,11,725.345689
254.0,12,725.35778
254.0,12,725.366765
232.0,11,725.374738
246.0,12,725.383336
256.0,12,725.391668
236.0,11,725.399176
236.0,11,725.407083
246.0,11,725.414679
264.0,12,725.422765
240.0,11,725.430322
246.0,12,725.438291
234.0,11,725.44564
232.0,11,725.452809
256.0,12,725.464118
248.0,12,725.471915
254.0,12,725.479724
242.0,11,725.48683
240.0,11,725.494111
230.0,12,725.501782
240.0,11,725.508741
230.0,11,725.51578
226.0,11,725.522748
242.0,11,725.52954
244.0,12,725.536874
242.0,11,725.543573
240.0,11,725.550319
230.0,11,725.559751
240.0,11,725.566746
226.0,11,725.573532
226.0,11,725.579653
232.0,11,725.585775
252.0,11,725.59168
240.0,12,725.597962
234.0,11,725.603342
240.0,11,725.60875
234.0,11,725.614093
234.0,11,725.619533
232.0,11,725.624924
266.0,12,725.630283
260.0,12,725.635674
236.0,11,725.640548
274.0,12,725.645858
232.0,11,725.650577
260.0,12,725.655648
234.0,11,725.662407
240.0,11,725.667374
228.0,11,725.672051
232.0,11,725.676706
262.0,12,725.681632
246.0,12,725.686432
244.0,12,725.69129
234.0,11,725.695604
236.0,11,725.699971
236.0,11,725.704358
228.0,11,725.708761
234.0,12,725.71348
254.0,12,725.718275
274.0,12,725.722769
230.0,11,725.726919
234.0,12,725.731315
252.0,12,725.735747
236.0,11,725.739891
248.0,11,725.743901
238.0,11,725.748025
240.0,11,725.752077
234.0,11,725.756036
232.0,11,725.759991
236.0,11,725.765818
226.0,11,725.76982
234.0,11,725.773713
254.0,12,725.777959
256.0,12,725.782352
230.0,11,725.786314
234.0,12,725.790531
228.0,11,725.794347
234.0,11,725.798272
234.0,11,725.802185
248.0,12,725.806436
244.0,12,725.810544
232.0,11,725.814252
242.0,11,725.817986
262.0,12,725.82206
242.0,12,725.826226
248.0,11,725.82991
242.0,11,725.833662
236.0,11,725.837392
248.0,12,725.841418
252.0,12,727.378323
250.0,12,727.388704
228.0,11,727.397041
230.0,11,727.409042
230.0,11,727.417855
266.0,12,727.426585
224.0,11,727.434346
230.0,11,727.442134
244.0,12,727.450528
238.0,11,727.458365
228.0,11,727.465898
234.0,11,727.473625
246.0,11,727.480955
236.0,11,727.4884
254.0,12,727.49644
224.0,11,727.504169
248.0,11,727.514311
250.0,12,727.522744
262.0,12,727.53088
238.0,11,727.537956
234.0,11,727.545786
254.0,12,727.554296
250.0,12,727.562635
254.0,12,727.571014
230.0,11,727.578544
248.0,12,727.586579
226.0,11,727.593908
230.0,11,727.60113
238.0,11,727.608306
230.0,11,727.620281
224.0,11,727.627677
236.0,11,727.634864
238.0,11,727.642406
226.0,11,727.649641
262.0,12,727.657612
230.0,11,727.6646
256.0,12,727.672368
236.0,11,727.67915
246.0,12,727.685854
238.0,11,727.692032
234.0,11,727.697928
232.0,11,727.703698
240.0,11,727.709311
230.0,11,727.71835
232.0,11,727.723612
250.0,12,727.728961
224.0,11,727.733933
240.0,12,727.739544
236.0,11,727.744671
254.0,12,727.749865
232.0,11,727.754774
232.0,11,727.759657
254.0,12,727.764709
228.0,11,727.769312
230.0,11,727.774009
248.0,12,727.778734
226.0,11,727.783178
246.0,11,727.787666
248.0,11,727.791996
238.0,11,727.796312
240.0,11,727.80055
224.0,11,727.804748
244.0,12,727.809142
230.0,11,727.813285
238.0,11,727.820613
238.0,11,727.82477
244.0,12,727.829131
258.0,12,727.833616
234.0,11,727.837669
258.0,12,727.842029
254.0,12,727.846317
244.0,12,727.850753
266.0,13,727.855541
250.0,11,727.85956
236.0,11,727.863531
228.0,11,727.867465
260.0,12,727.871772
242.0,11,727.875669
262.0,12,727.880058
246.0,12,727.884228
254.0,12,727.888419
236.0,11,727.892224
232.0,11,727.896006
240.0,11,727.899844
232.0,11,727.903646
244.0,12,727.907834
230.0,11,727.91163
232.0,11,727.915381
228.0,11,727.919285
230.0,11,727.926189
246.0,11,729.225637
264.0,12,729.235085
240.0,11,729.243322
244.0,11,729.251366
230.0,11,729.26301
253.0,13,729.273734
252.0,12,729.282545
238.0,11,729.290251
260.0,12,729.298978
246.0,12,729.307642
246.0,12,729.316001
224.0,11,729.323659
244.0,11,729.331146
232.0,11,729.33881
248.0,11,729.346335
242.0,12,729.354589
262.0,12,729.365596
256.0,12,729.374495
232.0,11,729.381629
236.0,11,729.389107
238.0,11,729.39641
240.0,11,729.403635
230.0,11,729.410743
246.0,11,729.417779
232.0,11,729.424964
238.0,11,729.43186
234.0,11,729.438987
248.0,11,729.446081
236.0,11,729.45249
226.0,11,729.45869
248.0,12,729.468103
230.0,11,729.474151
244.0,11,729.479677
234.0,11,729.485346
226.0,11,729.490869
230.0,11,729.496238
252.0,12,729.501689
232.0,11,729.506824
228.0,11,729.511803
224.0,11,729.51683
258.0,12,729.521944
228.0,11,729.526654
246.0,12,729.531692
248.0,12,729.536816
236.0,12,729.54173
240.0,12,729.54652
234.0,11,729.551022
246.0,12,729.555979
234.0,11,729.560279
242.0,11,729.566791
234.0,11,729.571144
250.0,12,729.575668
240.0,11,729.579845
248.0,12,729.584522
240.0,11,729.588756
234.0,11,729.592874
242.0,11,729.597117
254.0,11,729.601351
236.0,12,729.605886
272.0,12,729.610146
258.0,12,729.614514
244.0,12,729.618826
254.0,12,729.623177
258.0,12,729.627488
270.0,12,729.631707
252.0,12,729.635884
238.0,11,729.639626
236.0,11,729.643362
238.0,11,729.647075
232.0,11,729.650907
228.0,11,729.654734
248.0,12,729.658791
238.0,12,729.662811
236.0,11,729.668495
232.0,11,729.672306
236.0,11,729.676037
252.0,12,729.680092
232.0,11,729.683928
242.0,12,729.688053
258.0,12,729.692058
256.0,12,729.695992
240.0,11,729.699638
256.0,12,729.703649
268.0,12,729.707652
250.0,12,729.711606
248.0,12,729.715475
244.0,11,729.719082
232.0,11,729.722746
236.0,11,729.726401
258.0,12,729.730334
250.0,12,731.036535
240.0,11,731.045077
234.0,11,731.053308
240.0,11,731.061183
246.0,12,731.069968
234.0,11,731.077783
252.0,12,731.086224
230.0,11,731.094482
232.0,11,731.10214
254.0,12,731.119958
228.0,11,731.128947
254.0,12,731.138067
242.0,12,731.147392
230.0,11,731.155566
234.0,11,731.16379
230.0,11,731.171856
226.0,11,731.179914
272.0,12,731.188614
250.0,11,731.196494
244.0,11,731.204405
256.0,12,731.216364
256.0,12,731.224111
236.0,11,731.230895
250.0,11,731.238153
242.0,11,731.245017
232.0,11,731.251299
238.0,12,731.257918
240.0,11,731.263806
246.0,11,731.269346
234.0,11,731.27471
232.0,12,731.280554
246.0,11,731.285771
248.0,11,731.29072
224.0,11,731.295593
260.0,12,731.301078
238.0,11,731.305987
256.0,12,731.311076
264.0,12,731.318365
250.0,12,731.32354
230.0,11,731.32814
238.0,11,731.332785
260.0,12,731.337907
236.0,11,731.342318
262.0,12,731.347145
236.0,11,731.351624
254.0,12,731.356353
260.0,12,731.361167
230.0,11,731.365504
244.0,12,731.370115
224.0,11,731.374212
232.0,11,731.378244
238.0,11,731.382456
234.0,11,731.38653
238.0,11,731.39059
238.0,11,731.394609
236.0,11,731.398647
234.0,11,731.402673
226.0,11,731.406694
238.0,11,731.410676
232.0,11,731.416587
254.0,12,731.420954
236.0,12,731.425332
248.0,12,731.429533
234.0,11,731.433506
228.0,11,731.437365
238.0,11,731.441097
270.0,13,731.44567
252.0,12,731.449756
260.0,12,731.453889
226.0,11,731.457618
244.0,11,731.46139
230.0,11,731.465178
232.0,11,731.469019
232.0,11,731.472826
224.0,11,731.476545
248.0,11,731.480151
232.0,11,731.483896
258.0,12,731.487867
232.0,11,731.491402
264.0,12,731.495336
236.0,11,731.49891
244.0,11,731.502569
256.0,12,731.506444
266.0,12,731.510276
236.0,11,731.513894
250.0,12,731.519666
254.0,12,731.523701
256.0,12,731.527574
242.0,12,731.531493
256.0,12,731.53547
248.0,12,733.01004
242.0,12,733.024754
236.0,11,733.033736
236.0,11,733.042486
236.0,11,733.051118
230.0,11,733.059613
232.0,11,733.071018
236.0,11,733.079483
236.0,11,733.088282
232.0,11,733.096731
234.0,11,733.105138
230.0,11,733.113416
256.0,12,733.122238
232.0,11,733.130356
242.0,12,733.139348
234.0,11,733.147162
234.0,11,733.155126
250.0,11,733.165869
236.0,12,733.174824
274.0,13,733.184326
248.0,12,733.192518
232.0,11,733.199414
234.0,11,733.206274
242.0,12,733.212971
248.0,12,733.219499
264.0,12,733.225977
242.0,11,733.231781
238.0,12,733.237742
244.0,12,733.243804
226.0,11,733.249251
238.0,12,733.255309
260.0,12,733.261115
240.0,11,733.268383
224.0,11,733.273638
258.0,12,733.279271
250.0,12,733.284727
232.0,11,733.289715
254.0,12,733.29518
228.0,11,733.300074
242.0,12,733.305307
246.0,12,733.310517
244.0,12,733.315638
236.0,12,733.320908
228.0,11,733.325574
234.0,11,733.330308
250.0,11,733.334869
230.0,11,733.339289
232.0,11,733.343646
230.0,11,733.34798
232.0,11,733.352484
230.0,11,733.356931
226.0,11,733.361333
226.0,11,733.365612
248.0,12,733.372296
230.0,11,733.376668
236.0,11,733.380954
242.0,12,733.385613
248.0,12,733.390301
234.0,11,733.3945
264.0,13,733.3994
228.0,11,733.403591
258.0,12,733.408111
242.0,12,733.41262
240.0,11,733.416673
238.0,11,733.420717
230.0,11,733.424751
244.0,11,733.428721
234.0,11,733.432775
242.0,11,733.436828
234.0,11,733.44092
244.0,11,733.444908
230.0,11,733.448909
236.0,11,733.45291
230.0,11,733.456859
226.0,11,733.460728
240.0,11,733.464551
236.0,11,733.470167
234.0,11,733.474116
242.0,12,733.478389
242.0,12,733.482556
230.0,11,733.486465
236.0,12,733.490654
244.0,11,733.494476
230.0,12,733.498743
242.0,12,733.502927
248.0,12,733.507101
230.0,11,733.510921
232.0,11,733.514747
228.0,11,733.518549
226.0,11,733.522422
250.0,12,735.547813
236.0,11,735.556052
226.0,11,735.567847
230.0,11,735.576671
230.0,11,735.585033
246.0,12,735.594183
270.0,13,735.603779
226.0,11,735.611794
238.0,11,735.619481
262.0,12,735.628033
250.0,12,735.636617
246.0,12,735.644687
248.0,12,735.65337
250.0,12,735.664124
238.0,11,735.671762
236.0,11,735.679181
224.0,11,735.686663
252.0,12,735.694952
232.0,11,735.702302
248.0,12,735.710665
236.0,11,735.718015
232.0,11,735.725404
262.0,12,735.733224
262.0,13,735.741819
232.0,12,735.749585
244.0,12,735.757318
244.0,11,735.766217
240.0,11,735.772706
238.0,11,735.778899
232.0,11,735.785033
232.0,11,735.790763
254.0,12,735.796834
230.0,11,735.802395
236.0,11,735.807951
238.0,12,735.813834
248.0,12,735.819227
236.0,11,735.824255
252.0,12,735.829732
234.0,12,735.835407
246.0,12,735.840831
236.0,11,735.845685
228.0,11,735.850363
236.0,11,735.854966
248.0,12,735.860224
240.0,11,735.866297
238.0,11,735.87111
236.0,11,735.875605
228.0,11,735.880059
246.0,12,735.885065
236.0,12,735.889978
230.0,11,735.894464
256.0,12,735.899338
266.0,12,735.904209
238.0,11,735.908474
234.0,11,735.912625
232.0,11,735.916929
236.0,11,735.921057
236.0,11,735.925115
244.0,12,735.929764
254.0,12,735.934295
270.0,12,735.938694
232.0,11,735.942619
240.0,11,735.946553
234.0,11,735.950744
248.0,12,735.955156
228.0,11,735.959158
254.0,12,735.963539
228.0,11,735.969071
264.0,12,735.973245
272.0,13,735.977734
224.0,11,735.98151
262.0,12,735.985716
224.0,11,735.989503
230.0,11,735.993376
242.0,11,735.997213
276.0,12,736.001579
258.0,12,736.005647
248.0,11,736.009427
226.0,11,736.013309
236.0,11,736.01716
240.0,11,736.020983
240.0,11,736.02476
232.0,11,736.028567
228.0,11,736.032212
234.0,11,736.035889
228.0,11,736.039464
228.0,11,736.042977
250.0,12,736.046811
234.0,11,736.050533
252.0,11,737.36495
250.0,11,737.373373
258.0,12,737.38215
232.0,11,737.39046
228.0,11,737.398588
260.0,12,737.410378
242.0,12,737.419457
232.0,11,737.427253
226.0,11,737.435123
228.0,11,737.443095
250.0,12,737.451577
244.0,12,737.460056
256.0,12,737.468839
236.0,11,737.476336
234.0,11,737.483888
252.0,12,737.491925
252.0,12,737.499897
234.0,11,737.50741
264.0,12,737.518641
240.0,12,737.526974
246.0,12,737.534831
252.0,11,737.542679
232.0,11,737.549811
228.0,11,737.557524
266.0,13,737.566721
228.0,11,737.574368
254.0,12,737.582432
244.0,12,737.590806
234.0,11,737.598124
246.0,12,737.605877
242.0,12,737.616437
248.0,12,737.624699
232.0,11,737.631823
256.0,12,737.639861
244.0,12,737.647627
238.0,12,737.654922
240.0,11,737.6611
266.0,13,737.668327
246.0,12,737.674862
246.0,12,737.681026
242.0,11,737.686596
226.0,11,737.692248
226.0,11,737.697708
232.0,12,737.703349
230.0,11,737.708261
240.0,11,737.713243
248.0,12,737.72101
242.0,12,737.726532
242.0,12,737.73167
234.0,11,737.736426
240.0,11,737.741294
256.0,12,737.746583
234.0,11,737.751115
238.0,11,737.75586
236.0,11,737.760329
256.0,12,737.765229
250.0,11,737.769627
226.0,11,737.774111
230.0,11,737.778507
234.0,11,737.782801
224.0,11,737.787107
232.0,11,737.791487
224.0,11,737.795614
236.0,11,737.799836
228.0,11,737.804038
226.0,11,737.808144
236.0,12,737.812593
246.0,12,737.818755
260.0,12,737.82348
238.0,11,737.82759
232.0,11,737.831571
242.0,11,737.835783
234.0,11,737.840031
234.0,11,737.844079
252.0,12,737.848399
238.0,12,737.852654
232.0,11,737.856663
244.0,12,737.860843
244.0,12,737.865139
228.0,11,737.86909
238.0,11,737.872863
248.0,12,737.87697
240.0,12,737.881038
234.0,11,737.885024
232.0,11,737.888911
226.0,11,737.892671
236.0,11,737.896533
230.0,11,737.900351
238.0,11,737.904082
228.0,11,737.907792
242.0,12,740.72542
234.0,12,740.7363
246.0,11,740.74551
244.0,11,740.754335
242.0,11,740.763103
252.0,12,740.772449
228.0,11,740.780811
234.0,11,740.789161
236.0,11,740.797475
236.0,11,740.805794
226.0,11,740.814066
230.0,11,740.825056
230.0,11,740.833495
236.0,11,740.841646
250.0,12,740.850571
230.0,11,740.85883
248.0,11,740.866889
226.0,11,740.874988
230.0,11,740.882899
240.0,12,740.89132
246.0,11,740.899043
230.0,11,740.906956
240.0,12,740.91422
230.0,11,740.923361
230.0,11,740.930127
236.0,12,740.936766
238.0,11,740.942753
228.0,11,740.948651
246.0,12,740.955179
250.0,12,740.961055
242.0,11,740.966357
250.0,12,741.008723
226.0,11,741.013154
224.0,11,741.017663
238.0,12,741.024442
260.0,12,741.029178
264.0,13,741.034389
238.0,11,741.038699
240.0,11,741.043046
232.0,11,741.047407
242.0,11,741.051777
270.0,13,741.056824
236.0,11,741.061141
248.0,12,741.065552
246.0,12,741.07004
256.0,12,741.074542
244.0,11,741.078703
254.0,11,741.082724
226.0,11,741.086838
240.0,11,741.090876
232.0,11,741.094851
254.0,12,741.099159
224.0,11,741.103037
224.0,11,741.10695
250.0,12,741.111165
238.0,11,741.115077
266.0,12,741.119326
244.0,11,741.124908
272.0,12,741.129185
236.0,11,741.13315
232.0,11,741.137072
228.0,11,741.141053
236.0,11,741.144993
264.0,12,741.149163
246.0,11,741.153088
232.0,11,741.15687
234.0,11,741.160662
234.0,11,741.16437
256.0,12,741.168496
258.0,12,741.172549
252.0,12,741.176528
226.0,11,741.180248
240.0,11,741.183938
226.0,11,741.187744
236.0,11,741.191504
226.0,11,741.195169
232.0,11,741.198808
228.0,11,741.202403
238.0,11,741.20598
238.0,11,741.20962
230.0,11,741.213305
248.0,12,741.217204
238.0,11,741.220868
226.0,11,741.226172
228.0,11,741.229883
236.0,11,741.233594
256.0,12,741.237527
226.0,11,741.241098
252.0,11,741.244703
238.0,11,741.248251
240.0,11,742.674368
250.0,12,742.685006
248.0,12,742.69548
244.0,11,742.704693
248.0,12,742.714611
236.0,11,742.723461
238.0,12,742.732631
232.0,12,742.742056
236.0,11,742.750875
230.0,11,742.75951
238.0,11,742.771647
244.0,12,742.781084
242.0,12,742.790678
234.0,11,742.798915
244.0,12,742.808151
266.0,12,742.817138
238.0,11,742.82531
230.0,11,742.833222
224.0,11,742.841102
236.0,11,742.848894
240.0,12,742.857542
230.0,11,742.865683
232.0,11,742.877159
246.0,12,742.885278
260.0,13,742.893334
240.0,12,742.900421
226.0,11,742.906591
236.0,11,742.912723
258.0,12,742.91924
232.0,11,742.924925
240.0,11,742.930419
254.0,12,742.936313
246.0,11,742.941629
234.0,11,742.946761
246.0,11,742.951962
256.0,12,742.957472
260.0,12,742.962829
230.0,11,742.967634
252.0,12,742.975361
260.0,12,742.980666
224.0,11,742.985719
238.0,11,742.990459
236.0,11,742.995298
240.0,11,742.999873
234.0,11,743.00439
238.0,11,743.008855
248.0,12,743.013689
234.0,11,743.018347
252.0,11,743.022784
234.0,12,743.027658
246.0,12,743.032429
248.0,12,743.037019
224.0,11,743.04122
234.0,11,743.045349
228.0,11,743.049585
230.0,11,743.053773
244.0,12,743.058099
246.0,12,743.062424
256.0,12,743.066996
254.0,12,743.073271
262.0,12,743.078148
228.0,11,743.082355
228.0,11,743.086597
238.0,12,743.090901
234.0,11,743.094904
232.0,11,743.09883
232.0,11,743.102777
264.0,12,743.106944
252.0,12,743.111026
224.0,11,743.114835
234.0,11,743.118783
228.0,11,743.122593
236.0,11,743.126406
246.0,12,743.13052
254.0,12,743.134819
242.0,11,743.13848
234.0,11,743.142139
234.0,11,743.145763
234.0,11,743.149571
238.0,12,743.153708
236.0,11,743.157446
244.0,12,743.161516
244.0,12,743.165568
230.0,11,743.169288
228.0,11,743.174872
230.0,11,743.178909
238.0,12,743.182975
250.0,12,743.18705
242.0,11,743.190703
236.0,11,743.194243
230.0,11,745.663228
234.0,11,745.677497
244.0,11,745.685696
232.0,11,745.693919
232.0,11,745.702065
246.0,12,745.710485
242.0,11,745.71845
258.0,13,745.72733
250.0,11,745.735111
232.0,11,745.742766
242.0,12,745.751021
248.0,11,745.762848
232.0,11,745.770829
252.0,12,745.779329
238.0,11,745.787041
230.0,11,745.794733
244.0,11,745.802625
248.0,12,745.810594
230.0,11,745.818116
232.0,11,745.825413
260.0,12,745.833346
230.0,11,745.840654
244.0,12,745.847969
246.0,12,745.855028
238.0,11,745.864721
228.0,11,745.870534
236.0,11,745.876266
236.0,11,745.882027
240.0,11,745.887481
252.0,12,745.893133
236.0,11,745.898345
244.0,12,745.904084
236.0,11,745.909235
230.0,11,745.914084
250.0,11,745.919011
234.0,11,745.923769
236.0,11,745.928481
256.0,12,745.933632
254.0,12,745.938477
252.0,12,745.943403
234.0,11,745.947821
250.0,11,745.952409
226.0,11,745.956848
246.0,12,745.961552
240.0,11,745.969164
224.0,11,745.973517
226.0,11,745.977802
250.0,12,745.982534
240.0,12,745.987414
242.0,11,745.991674
236.0,11,745.995899
236.0,11,746.000058
236.0,11,746.004273
246.0,12,746.008752
228.0,11,746.012811
226.0,11,746.016927
234.0,11,746.02104
236.0,11,746.025109
252.0,12,746.0294
254.0,12,746.033739
256.0,12,746.03794
232.0,11,746.041758
246.0,12,746.045956
232.0,11,746.049857
250.0,12,746.054076
256.0,12,746.05825
238.0,12,746.062472
234.0,11,746.068241
224.0,11,746.072177
254.0,12,746.076361
234.0,11,746.080114
230.0,11,746.083924
246.0,12,746.088016
270.0,12,746.092044
236.0,11,746.095644
234.0,11,746.099326
250.0,12,746.10346
228.0,11,746.107066
232.0,11,746.11089
228.0,11,746.114609
256.0,12,746.118792
248.0,12,746.122897
236.0,11,746.126587
226.0,11,746.130314
234.0,11,746.13402
248.0,12,746.138026
244.0,12,746.141982
228.0,11,746.145582
228.0,11,746.149248
236.0,11,746.152845
228.0,11,748.919055
248.0,11,748.934892
236.0,11,748.942805
242.0,11,748.95031
250.0,12,748.958619
256.0,12,748.966647
242.0,12,748.97474
266.0,12,748.982667
244.0,11,748.990035
226.0,11,749.000367
226.0,11,749.007588
228.0,11,749.014752
236.0,11,749.021834
244.0,12,749.029552
248.0,11,749.036626
228.0,11,749.043585
246.0,12,749.05141
226.0,11,749.058525
238.0,11,749.065397
260.0,12,749.072887
226.0,11,749.079762
254.0,11,749.08661
234.0,11,749.093446
232.0,11,749.102484
226.0,11,749.108589
240.0,11,749.114438
254.0,12,749.120703
236.0,12,749.126433
238.0,11,749.131748
250.0,12,749.13758
238.0,11,749.142812
242.0,11,749.14775
250.0,12,749.153162
258.0,12,749.158416
250.0,12,749.16362
244.0,12,749.168593
234.0,11,749.173228
234.0,11,749.177768
232.0,11,749.182151
228.0,11,749.18645
230.0,11,749.190767
254.0,12,749.195398
242.0,11,749.201849
246.0,12,749.206583
240.0,11,749.210852
246.0,11,749.21497
234.0,11,749.219071
244.0,12,749.223513
