#{"t_start": 1730000642.71511, "env_id": "w/TetrisEnv"}
r,l,t
226.0,11,2105.957226
260.0,12,2105.961444
246.0,12,2105.965546
236.0,11,2105.969404
258.0,12,2105.973691
242.0,11,2105.97745
240.0,11,2105.981402
244.0,12,2105.985466
224.0,11,2105.98922
246.0,12,2105.993416
230.0,11,2105.997246
234.0,11,2106.000935
234.0,11,2106.004763
252.0,11,2106.008473
224.0,11,2107.412307
244.0,12,2107.423213
228.0,11,2107.432387
254.0,12,2107.442371
236.0,11,2107.451389
240.0,11,2107.460051
246.0,12,2107.469477
236.0,11,2107.478069
232.0,11,2107.486517
262.0,12,2107.4989
242.0,12,2107.508471
258.0,12,2107.517668
248.0,12,2107.526644
238.0,11,2107.53506
230.0,11,2107.543354
232.0,11,2107.551347
248.0,12,2107.560018
234.0,11,2107.567961
248.0,11,2107.575856
234.0,11,2107.583819
262.0,12,2107.592374
228.0,11,2107.603082
232.0,11,2107.610722
252.0,12,2107.61795
246.0,12,2107.625351
248.0,11,2107.632096
252.0,11,2107.638275
224.0,11,2107.644297
238.0,12,2107.650536
254.0,12,2107.656393
254.0,11,2107.661864
232.0,11,2107.66736
254.0,12,2107.672956
244.0,11,2107.677989
256.0,12,2107.683503
250.0,12,2107.688668
262.0,12,2107.693801
256.0,12,2107.701055
228.0,11,2107.705977
238.0,11,2107.710773
240.0,11,2107.715427
240.0,12,2107.720306
238.0,11,2107.72477
224.0,11,2107.729165
260.0,12,2107.733908
230.0,11,2107.738342
236.0,11,2107.742757
240.0,11,2107.747143
236.0,11,2107.751412
248.0,12,2107.755968
240.0,11,2107.760117
236.0,11,2107.764323
232.0,11,2107.768393
228.0,11,2107.772406
226.0,11,2107.776454
234.0,11,2107.780447
236.0,11,2107.784367
236.0,11,2107.788293
234.0,11,2107.792256
228.0,11,2107.796209
232.0,11,2107.802168
278.0,13,2107.80686
226.0,11,2107.810828
242.0,11,2107.814683
242.0,12,2107.818936
226.0,11,2107.822788
250.0,11,2107.826618
236.0,11,2107.830497
242.0,11,2107.834292
242.0,11,2107.838109
238.0,11,2107.843199
250.0,12,2107.847701
248.0,11,2107.851599
228.0,11,2107.855666
252.0,12,2107.860109
234.0,11,2107.864032
230.0,11,2107.867876
236.0,11,2107.871693
230.0,11,2107.875622
224.0,11,2107.880018
262.0,12,2107.885177
254.0,11,2107.889987
232.0,11,2107.893868
238.0,11,2107.897602
244.0,12,2107.904723
268.0,12,2107.908863
230.0,11,2107.912693
242.0,11,2107.916451
238.0,11,2107.920154
234.0,11,2107.923987
232.0,11,2107.927721
258.0,12,2109.612227
248.0,12,2109.621026
238.0,11,2109.629044
228.0,11,2109.636888
224.0,11,2109.644954
250.0,12,2109.656187
240.0,11,2109.664989
238.0,11,2109.673606
262.0,12,2109.68273
238.0,11,2109.690714
234.0,11,2109.698695
236.0,11,2109.706422
226.0,11,2109.713901
230.0,11,2109.721567
230.0,11,2109.729145
240.0,11,2109.736643
232.0,11,2109.744254
242.0,11,2109.751514
228.0,11,2109.761701
246.0,12,2109.769774
252.0,11,2109.777035
246.0,12,2109.785109
254.0,11,2109.792448
238.0,11,2109.799815
254.0,12,2109.807875
234.0,11,2109.814707
232.0,11,2109.820977
234.0,11,2109.827333
242.0,11,2109.832999
254.0,12,2109.839069
260.0,12,2109.845003
254.0,12,2109.850769
242.0,12,2109.856373
230.0,11,2109.863615
234.0,11,2109.869006
252.0,12,2109.874798
234.0,11,2109.879666
224.0,11,2109.884471
234.0,11,2109.889303
232.0,11,2109.894233
236.0,11,2109.899004
230.0,11,2109.903762
234.0,11,2109.908344
242.0,11,2109.912802
226.0,11,2109.917387
240.0,11,2109.921969
246.0,11,2109.926471
252.0,12,2109.931291
252.0,11,2109.935609
232.0,11,2109.939981
250.0,12,2109.944618
236.0,11,2109.948894
228.0,11,2109.953004
246.0,11,2109.957353
244.0,12,2109.963791
230.0,11,2109.967892
230.0,11,2109.971938
248.0,12,2109.97642
244.0,11,2109.980417
242.0,11,2109.984411
232.0,11,2109.988529
250.0,11,2109.992676
250.0,12,2109.996975
250.0,12,2110.001408
254.0,12,2110.005769
246.0,12,2110.010028
234.0,12,2110.014166
270.0,12,2110.01843
224.0,11,2110.022293
244.0,12,2110.026479
234.0,12,2110.030552
232.0,11,2110.034374
228.0,11,2110.038306
276.0,12,2110.042391
248.0,11,2110.046205
252.0,12,2110.050237
228.0,11,2110.053999
268.0,13,2110.058368
246.0,11,2110.063787
258.0,12,2110.067809
258.0,12,2110.071867
234.0,11,2110.075606
238.0,12,2110.079584
230.0,11,2110.08321
258.0,12,2110.087131
256.0,12,2110.091167
250.0,12,2110.095201
242.0,11,2110.098846
242.0,12,2110.102793
234.0,11,2110.106489
256.0,12,2113.476418
234.0,11,2113.491046
244.0,11,2113.498859
240.0,11,2113.50644
232.0,11,2113.513958
246.0,12,2113.522032
228.0,11,2113.529372
242.0,11,2113.536815
232.0,11,2113.544294
234.0,11,2113.55169
238.0,11,2113.56345
234.0,11,2113.570709
224.0,11,2113.578169
230.0,11,2113.585411
254.0,12,2113.593108
250.0,12,2113.600751
250.0,11,2113.60795
244.0,12,2113.61553
236.0,11,2113.622393
228.0,11,2113.629331
226.0,11,2113.63638
224.0,11,2113.643181
226.0,11,2113.649995
230.0,11,2113.656385
234.0,11,2113.666479
234.0,12,2113.673185
236.0,11,2113.679473
238.0,11,2113.685052
230.0,11,2113.690553
252.0,12,2113.696544
234.0,11,2113.701823
226.0,11,2113.7069
224.0,11,2113.711886
236.0,12,2113.717315
236.0,11,2113.722215
236.0,11,2113.726981
260.0,12,2113.732129
250.0,11,2113.736836
246.0,12,2113.741897
224.0,11,2113.746354
234.0,11,2113.750845
226.0,11,2113.755278
244.0,12,2113.760096
264.0,12,2113.768132
254.0,12,2113.772736
230.0,11,2113.777015
246.0,11,2113.781151
228.0,11,2113.785306
256.0,12,2113.789823
238.0,11,2113.794048
252.0,12,2113.798643
248.0,11,2113.802745
236.0,11,2113.806787
232.0,11,2113.810803
246.0,12,2113.815164
272.0,13,2113.819852
230.0,11,2113.823827
256.0,12,2113.828149
236.0,12,2113.832329
236.0,11,2113.836092
226.0,11,2113.839885
234.0,11,2113.84368
224.0,11,2113.847447
242.0,11,2113.851284
228.0,11,2113.8551
242.0,11,2113.858885
236.0,11,2113.862678
244.0,12,2113.869878
230.0,11,2113.873597
232.0,11,2113.877324
234.0,11,2113.880979
230.0,11,2113.884642
256.0,12,2113.888607
242.0,12,2113.892562
244.0,12,2113.896521
238.0,11,2113.900177
226.0,11,2113.903815
226.0,11,2113.907486
232.0,11,2113.911136
234.0,11,2113.914845
238.0,11,2113.918435
264.0,12,2113.922337
248.0,11,2113.926007
232.0,11,2113.929647
232.0,11,2113.93327
232.0,11,2113.936731
242.0,12,2113.940597
236.0,11,2113.944177
234.0,11,2113.947741
232.0,11,2113.951314
236.0,11,2113.954861
228.0,11,2116.086824
242.0,12,2116.103885
234.0,11,2116.112913
234.0,11,2116.121671
256.0,12,2116.131061
244.0,11,2116.139581
258.0,12,2116.148735
236.0,11,2116.161453
238.0,11,2116.169988
228.0,11,2116.178423
228.0,11,2116.186802
246.0,11,2116.195119
254.0,12,2116.204152
236.0,11,2116.212319
232.0,11,2116.220341
258.0,12,2116.229033
230.0,11,2116.236973
264.0,12,2116.245576
240.0,12,2116.257816
224.0,11,2116.26501
234.0,11,2116.271878
252.0,12,2116.279343
272.0,12,2116.286283
246.0,12,2116.293423
246.0,11,2116.299544
224.0,11,2116.305817
234.0,11,2116.311874
238.0,12,2116.318064
236.0,11,2116.323514
234.0,11,2116.328864
238.0,11,2116.334293
238.0,11,2116.339338
226.0,11,2116.344453
248.0,12,2116.349852
238.0,12,2116.355137
236.0,11,2116.362019
226.0,11,2116.366885
236.0,11,2116.371675
230.0,11,2116.376616
258.0,12,2116.381735
238.0,11,2116.386495
226.0,11,2116.391426
236.0,11,2116.396047
232.0,12,2116.400952
260.0,12,2116.405751
232.0,12,2116.410571
260.0,12,2116.415447
244.0,11,2116.41982
226.0,11,2116.424071
224.0,11,2116.428369
246.0,12,2116.432996
232.0,11,2116.437277
236.0,11,2116.441601
252.0,11,2116.445766
262.0,12,2116.450348
240.0,12,2116.454715
240.0,11,2116.460448
228.0,11,2116.464651
264.0,12,2116.469114
250.0,12,2116.473561
228.0,11,2116.477567
228.0,11,2116.481512
236.0,11,2116.485488
256.0,12,2116.489928
252.0,12,2116.494367
230.0,11,2116.498339
232.0,11,2116.502289
234.0,11,2116.506084
226.0,11,2116.509853
262.0,12,2116.513993
226.0,11,2116.51784
244.0,11,2116.52167
242.0,11,2116.525467
264.0,12,2116.529636
238.0,11,2116.533377
242.0,11,2116.537048
246.0,12,2116.541085
248.0,12,2116.545033
238.0,11,2116.548732
248.0,11,2116.552486
250.0,12,2116.556568
228.0,11,2116.561759
248.0,12,2116.566042
238.0,12,2116.570171
236.0,11,2116.574058
230.0,11,2116.577789
236.0,11,2116.581552
230.0,11,2116.58527
250.0,12,2116.589271
228.0,11,2116.592891
228.0,11,2119.712484
234.0,11,2119.721587
240.0,11,2119.733723
234.0,11,2119.742962
234.0,11,2119.751914
232.0,11,2119.760809
232.0,11,2119.769477
244.0,11,2119.778018
262.0,12,2119.78724
238.0,11,2119.795786
280.0,13,2119.805573
248.0,12,2119.814822
234.0,11,2119.823111
228.0,11,2119.831645
248.0,12,2119.843469
240.0,12,2119.852385
232.0,11,2119.860753
234.0,11,2119.868944
246.0,12,2119.877779
236.0,11,2119.886013
228.0,11,2119.893942
236.0,12,2119.902288
258.0,12,2119.910934
224.0,11,2119.918183
230.0,11,2119.924964
226.0,11,2119.931827
240.0,12,2119.940841
242.0,11,2119.947048
234.0,11,2119.952998
224.0,11,2119.958931
240.0,11,2119.964458
242.0,12,2119.970373
244.0,11,2119.975919
264.0,12,2119.982259
246.0,11,2119.9876
242.0,12,2119.993319
244.0,11,2119.998431
228.0,11,2120.003593
236.0,11,2120.008689
254.0,12,2120.014127
246.0,11,2120.018928
262.0,12,2120.024085
252.0,12,2120.029331
246.0,12,2120.03441
248.0,12,2120.042297
230.0,11,2120.046827
268.0,12,2120.051651
232.0,11,2120.056171
230.0,12,2120.061111
224.0,11,2120.065569
232.0,11,2120.069935
228.0,11,2120.074257
230.0,11,2120.078585
232.0,11,2120.082871
240.0,11,2120.087416
258.0,12,2120.092016
234.0,11,2120.096324
224.0,11,2120.100532
230.0,11,2120.104635
270.0,12,2120.108992
234.0,11,2120.112991
250.0,12,2120.117391
246.0,12,2120.121793
240.0,11,2120.125891
232.0,11,2120.129942
248.0,12,2120.134346
250.0,12,2120.138656
230.0,11,2120.144377
224.0,11,2120.148306
250.0,12,2120.1526
248.0,11,2120.156472
230.0,11,2120.160283
224.0,11,2120.164071
232.0,11,2120.167888
240.0,11,2120.171643
228.0,11,2120.175429
246.0,11,2120.179217
224.0,11,2120.183013
226.0,11,2120.186889
240.0,11,2120.190783
234.0,11,2120.194551
254.0,12,2120.198619
242.0,12,2120.202585
238.0,11,2120.206365
238.0,11,2120.210106
228.0,11,2120.213825
244.0,11,2120.217559
244.0,11,2120.22121
234.0,12,2120.22522
228.0,11,2120.228953
234.0,11,2123.326593
224.0,11,2123.342228
250.0,12,2123.361386
254.0,12,2123.369676
250.0,12,2123.378086
236.0,12,2123.386272
258.0,12,2123.3944
258.0,12,2123.40246
260.0,12,2123.410375
234.0,11,2123.417508
236.0,11,2123.424808
240.0,11,2123.431973
228.0,11,2123.439171
234.0,11,2123.44635
250.0,12,2123.454279
242.0,12,2123.464627
226.0,11,2123.471682
230.0,11,2123.478718
252.0,12,2123.486346
236.0,11,2123.493239
238.0,11,2123.500117
228.0,11,2123.506862
234.0,12,2123.513997
256.0,12,2123.520558
228.0,11,2123.526491
236.0,11,2123.532038
236.0,11,2123.537467
228.0,11,2123.5429
236.0,11,2123.548298
238.0,11,2123.553344
246.0,12,2123.55882
244.0,11,2123.565961
228.0,11,2123.570928
238.0,11,2123.575796
230.0,11,2123.580386
242.0,11,2123.584956
248.0,12,2123.590076
224.0,11,2123.594699
238.0,12,2123.599646
250.0,12,2123.604525
248.0,12,2123.609238
226.0,11,2123.613528
230.0,11,2123.617815
254.0,11,2123.622181
242.0,12,2123.626985
266.0,12,2123.631539
228.0,11,2123.635593
234.0,12,2123.640078
250.0,12,2123.644527
236.0,11,2123.648658
244.0,11,2123.652717
250.0,12,2123.657043
248.0,12,2123.661383
258.0,12,2123.667564
248.0,12,2123.671958
248.0,12,2123.67631
238.0,11,2123.680329
228.0,11,2123.684174
266.0,12,2123.688558
234.0,11,2123.692466
238.0,11,2123.696387
252.0,12,2123.700685
236.0,11,2123.704456
248.0,12,2123.708623
234.0,11,2123.712335
230.0,11,2123.716078
232.0,11,2123.719759
244.0,11,2123.723593
254.0,12,2123.727697
258.0,12,2123.731783
236.0,11,2123.735567
230.0,11,2123.739302
234.0,11,2123.743082
248.0,11,2123.746817
226.0,11,2123.750443
236.0,11,2123.754022
234.0,11,2123.757674
228.0,11,2123.761228
232.0,11,2123.764872
254.0,11,2123.770281
242.0,11,2123.773867
238.0,11,2123.777431
228.0,11,2123.781069
246.0,12,2123.784989
248.0,11,2123.788582
226.0,11,2123.79221
236.0,11,2123.795822
262.0,13,2123.799933
226.0,11,2123.803388
232.0,11,2123.806914
252.0,12,2126.455918
252.0,12,2126.466018
246.0,11,2126.475033
232.0,11,2126.48386
256.0,12,2126.496787
250.0,12,2126.50661
260.0,12,2126.516155
246.0,12,2126.525544
264.0,12,2126.534932
226.0,11,2126.54344
240.0,11,2126.551885
242.0,11,2126.56031
238.0,11,2126.568284
230.0,11,2126.576386
236.0,11,2126.584573
236.0,11,2126.59546
228.0,11,2126.603878
256.0,12,2126.612957
236.0,11,2126.621069
250.0,12,2126.63016
272.0,12,2126.638962
250.0,11,2126.646877
266.0,12,2126.655162
246.0,11,2126.661922
228.0,11,2126.668448
250.0,12,2126.67508
244.0,12,2126.681779
238.0,11,2126.687531
238.0,11,2126.695247
234.0,11,2126.700943
240.0,11,2126.706723
244.0,11,2126.712442
262.0,12,2126.718424
240.0,12,2126.724369
246.0,11,2126.729559
256.0,12,2126.735099
244.0,12,2126.740683
238.0,11,2126.745634
244.0,11,2126.750397
256.0,12,2126.75544
242.0,12,2126.760511
258.0,12,2126.765641
232.0,11,2126.770134
232.0,11,2126.774644
246.0,12,2126.779496
242.0,12,2126.784442
224.0,11,2126.788829
224.0,11,2126.79516
248.0,12,2126.799935
242.0,11,2126.804331
236.0,11,2126.808622
238.0,12,2126.813319
224.0,11,2126.817551
246.0,11,2126.821778
264.0,12,2126.826324
232.0,11,2126.830492
274.0,12,2126.834852
266.0,12,2126.839149
240.0,11,2126.843246
226.0,11,2126.847255
226.0,11,2126.85134
238.0,11,2126.855408
234.0,11,2126.859421
232.0,11,2126.863454
230.0,11,2126.867301
232.0,11,2126.871125
234.0,11,2126.874919
246.0,11,2126.878803
224.0,11,2126.882678
236.0,11,2126.886513
238.0,11,2126.890435
252.0,12,2126.896552
234.0,11,2126.900536
236.0,11,2126.904365
252.0,12,2126.908625
236.0,12,2126.912767
228.0,11,2126.916506
258.0,12,2126.920552
228.0,11,2126.924316
254.0,12,2126.928416
246.0,12,2126.932496
228.0,11,2126.93626
240.0,11,2126.939941
252.0,11,2126.944409
250.0,12,2126.948458
256.0,12,2126.952645
244.0,11,2126.956388
230.0,11,2126.96016
266.0,12,2126.964308
246.0,12,2126.968325
234.0,11,2128.413301
248.0,12,2128.423516
244.0,11,2128.432739
228.0,11,2128.445518
242.0,11,2128.454139
234.0,11,2128.463279
240.0,11,2128.472547
236.0,11,2128.481055
268.0,12,2128.491047
256.0,12,2128.500488
240.0,11,2128.509142
228.0,11,2128.517715
252.0,11,2128.526452
250.0,12,2128.535302
236.0,11,2128.546428
226.0,11,2128.554916
226.0,11,2128.563696
260.0,12,2128.572902
236.0,11,2128.581282
230.0,11,2128.589466
228.0,11,2128.597659
242.0,12,2128.605781
240.0,11,2128.612893
254.0,12,2128.620112
232.0,11,2128.626386
226.0,11,2128.632418
236.0,11,2128.638011
238.0,11,2128.645843
264.0,12,2128.651973
230.0,11,2128.657546
244.0,11,2128.663007
232.0,11,2128.668324
240.0,11,2128.673504
242.0,12,2128.679153
244.0,12,2128.684503
234.0,11,2128.689256
252.0,12,2128.694439
226.0,11,2128.699244
240.0,12,2128.704545
236.0,11,2128.709144
242.0,12,2128.714088
246.0,11,2128.718533
240.0,11,2128.723033
228.0,11,2128.727521
238.0,12,2128.732333
250.0,11,2128.736732
236.0,11,2128.741142
258.0,12,2128.747821
226.0,11,2128.752128
250.0,12,2128.756859
230.0,11,2128.761163
228.0,11,2128.765432
228.0,11,2128.769694
228.0,11,2128.773834
230.0,12,2128.77827
240.0,11,2128.78232
238.0,11,2128.786438
260.0,12,2128.790824
260.0,12,2128.795229
228.0,11,2128.799424
232.0,11,2128.803292
236.0,11,2128.807164
240.0,12,2128.811314
232.0,11,2128.815143
246.0,11,2128.818877
254.0,12,2128.823026
238.0,11,2128.826946
254.0,12,2128.83108
236.0,11,2128.835089
248.0,12,2128.83913
254.0,12,2128.844824
246.0,11,2128.848858
238.0,11,2128.852648
240.0,11,2128.856426
224.0,11,2128.860311
236.0,11,2128.864077
224.0,11,2128.867961
244.0,12,2128.872042
236.0,11,2128.875928
226.0,11,2128.879764
226.0,11,2128.883559
242.0,11,2128.887117
246.0,12,2128.89116
226.0,11,2128.894818
228.0,11,2128.898448
252.0,12,2128.902392
238.0,11,2128.906
236.0,11,2128.909737
232.0,11,2128.913239
230.0,11,2128.916802
230.0,11,2130.712642
226.0,11,2130.730682
250.0,12,2130.743945
232.0,11,2130.751819
230.0,11,2130.759409
258.0,12,2130.767524
252.0,12,2130.775439
236.0,11,2130.782818
232.0,11,2130.790006
236.0,11,2130.797148
246.0,11,2130.804222
238.0,11,2130.815719
232.0,11,2130.822912
236.0,11,2130.829891
238.0,12,2130.837527
266.0,12,2130.845065
224.0,11,2130.852083
242.0,11,2130.859033
228.0,11,2130.865965
244.0,12,2130.873314
258.0,12,2130.880806
230.0,11,2130.887502
244.0,12,2130.894733
224.0,11,2130.90078
248.0,12,2130.907165
238.0,11,2130.916469
260.0,12,2130.922591
238.0,11,2130.927939
230.0,11,2130.933262
268.0,12,2130.938996
246.0,12,2130.944731
244.0,12,2130.950026
238.0,11,2130.954959
242.0,12,2130.960304
232.0,11,2130.965223
236.0,12,2130.970277
228.0,11,2130.974844
234.0,11,2130.979382
236.0,11,2130.983849
246.0,12,2130.988792
226.0,11,2130.99329
260.0,12,2130.997998
254.0,12,2131.002631
254.0,12,2131.007316
238.0,11,2131.0116
262.0,12,2131.019169
230.0,11,2131.025762
268.0,12,2131.030415
230.0,11,2131.034526
248.0,12,2131.039183
248.0,12,2131.043771
248.0,12,2131.048265
232.0,11,2131.052496
254.0,12,2131.056909
224.0,11,2131.060938
246.0,12,2131.06518
258.0,12,2131.069611
232.0,11,2131.073554
242.0,11,2131.077537
238.0,11,2131.081388
240.0,11,2131.085188
242.0,11,2131.088929
238.0,11,2131.092634
246.0,11,2131.09634
244.0,11,2131.100119
232.0,11,2131.103823
238.0,11,2131.107642
238.0,11,2131.111372
226.0,11,2131.11507
226.0,11,2131.120398
226.0,11,2131.124701
232.0,11,2131.12858
230.0,11,2131.132306
228.0,11,2131.135968
246.0,11,2131.139744
248.0,12,2131.143667
238.0,12,2131.147695
232.0,11,2131.151273
238.0,12,2131.155132
240.0,11,2131.158792
242.0,11,2131.162479
248.0,12,2131.166423
232.0,11,2131.170021
238.0,11,2131.173591
250.0,12,2131.177511
236.0,11,2131.181045
234.0,11,2131.184641
238.0,11,2131.188299
258.0,12,2131.192079
234.0,11,2131.195563
242.0,11,2132.627301
240.0,11,2132.635867
234.0,11,2132.643968
238.0,11,2132.651976
228.0,11,2132.660316
266.0,13,2132.669701
234.0,11,2132.681368
262.0,12,2132.690062
232.0,11,2132.697838
244.0,11,2132.70559
242.0,12,2132.714661
252.0,12,2132.724027
246.0,11,2132.731939
232.0,11,2132.739563
272.0,13,2132.748624
230.0,11,2132.756225
242.0,11,2132.763743
228.0,11,2132.771022
240.0,12,2132.781877
244.0,11,2132.789381
242.0,11,2132.796793
252.0,12,2132.804788
242.0,12,2132.812843
228.0,11,2132.820379
240.0,11,2132.827635
248.0,11,2132.834762
252.0,12,2132.841746
226.0,11,2132.84782
226.0,11,2132.854123
232.0,11,2132.860484
232.0,11,2132.866611
228.0,11,2132.872721
242.0,11,2132.881673
248.0,12,2132.888643
240.0,11,2132.895074
264.0,12,2132.902029
232.0,11,2132.907911
248.0,12,2132.914391
234.0,11,2132.920005
248.0,12,2132.926369
224.0,11,2132.932024
240.0,11,2132.937573
228.0,11,2132.943357
228.0,11,2132.948969
258.0,12,2132.954588
242.0,12,2132.960227
254.0,12,2132.96582
244.0,12,2132.971441
224.0,11,2132.976411
258.0,12,2132.983802
240.0,11,2132.988637
232.0,11,2132.993676
252.0,12,2132.998734
242.0,12,2133.003672
232.0,11,2133.008188
236.0,11,2133.012755
234.0,11,2133.017123
236.0,11,2133.021644
242.0,11,2133.026102
246.0,12,2133.030808
266.0,12,2133.035379
232.0,11,2133.03956
246.0,12,2133.044019
230.0,11,2133.048111
244.0,12,2133.052624
228.0,11,2133.056734
